ID,File Name,Description,Cast,Copyright,License List,Authorship,Directory,Name,URI DaSCH,Source,Authorship Resource,File Path,Time Stamp,File Size
A_01,AUD_aliceinwonderland_00.mp3,"Dramatis Personae

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,Dramatis Personae,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_00.mp3,,1.8
A_02,AUD_aliceinwonderland_01.mp3,"Down the Rabbit-Hole

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,Down the Rabbit-Hole,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_01.mp3,,5.6
A_03,AUD_aliceinwonderland_02.mp3,"The Pool of Tears

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,The Pool of Tears,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_02.mp3,,5.2
A_04,AUD_aliceinwonderland_03.mp3,"A Caucus-Race and Long Tale

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,A Caucus-Race and Long Tale,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_03.mp3,,4.5
A_05,AUD_aliceinwonderland_04.mp3,"The Rabbit Sends in a Little Bill

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English""","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,The Rabbit Sends in a Little Bill,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_04.mp3,,6.2
A_06,AUD_aliceinwonderland_05.mp3,"Advice From a Caterpillar

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,Advice From a Caterpillar,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_05.mp3,,5.7
A_07,AUD_aliceinwonderland_06.mp3,"Pig and Pepper

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,Pig and Pepper,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_06.mp3,,7.2
A_08,AUD_aliceinwonderland_07.mp3,"The Mad Tea-Party

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,The Mad Tea-Party,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_07.mp3,,6.6
A_09,AUD_aliceinwonderland_08.mp3,"The Queen's Croquet-Ground

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,The Queen's Croquet-Ground,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_08.mp3,,6.2
A_10,AUD_aliceinwonderland_09.mp3,"The Mock Turtle's Story

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,The Mock Turtle's Story,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_09.mp3,,6.6
A_11,AUD_aliceinwonderland_10.mp3,"The Lobster Quadrille

Genre(s): Children's Fiction, Dramatic Readings, Fantasy Fiction

Language: English","Narrator: David Goldfarb
Alice: Miss Avarice
The White Rabbit: BellonaTimes
Mouse: cher0520
Lory: Availle
Duck: Jessamy Gloor
Dodo: Tim Ferreira
Eaglet: Dennis D.
Old Crab: Joshua Logan
Young Crab: Sonja
Magpie: Lucy Perry
Canary: ElleyKat
Pat: Terence Taylor
Bill: Aidan Brack
Guinea Pig 1: Rat King
Guinea Pig 2: Kelseigh
Caterpillar: Algy Pug
Pigeon: Kelseigh
Fish-Footman: Terence
Frog-Footman: Peter Yearsley
Cook: Ana
Baby: Elizabeth Klett
Duchess: Heather Phillips
Cheshire Cat: Elizabeth Klett
March Hare: Denny Sayers
Hatter: Arielle Lipshaw
Dormouse: Ruth Golding
Five: Neeru Iyer
Two: Elli
Seven: Henry Frigon
Soldier 1: Dennis D.
Soldier 2: Philbert
Soldier 3: Lucy Perry
Queen of Hearts: Nadine Eckert-Boulet
King of Hearts: Peter Yearsley
Gryphon: Algy Pug
Mock Turtle: Kara Shallenberg
Knave of Hearts: Levi Throckmorton
Alice's Sister: Diana Majlinger",Public Domain,CC0 1.0,"Lewis Carroll (Text), Lucy Perry (Book Coordinator), Elizabeth Klett (Meta Coordinator & Editor), Arielle Lipshaw (Editor)",data/multimedia/audio/,The Lobster Quadrille,,https://librivox.org/alices-adventures-in-wonderland-dramatic-reading-by-lewis-carroll/,"Daniela Subotic, Noémi Villars-Amberg",data/multimedia/audio/AUD_aliceinwonderland_10.mp3,,6.9
