ID,File Name,Copyright,License List,Authorship,Directory,Description,Description Alternative,Book ID,Chapter ID,Character ID,Seqnum,Limited View,URI DaSCH,Authorship Resource,File Path,Time Stamp,File Size
I_050,IMG_2book7.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,The White Knight sliding down a poker,,BK_002,BCH_017,CH_013,50,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7IJFYuIdQXO-vLZZgcVeJ6O.jpx/full/761,907/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book7.jpg,,0.2
I_051,IMG_2book8.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Jabberwork,,BK_002,BCH_017,CH_026,51,no,"https://iiif.rdu-08.dasch.swiss:443/0854/5XI4CmldszL-eDJqGTERwqj.jpx/full/690,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book8.jpg,,0.4
I_052,IMG_2book9.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Tiger-Lily and Alice talking,,BK_002,BCH_018,"CH_043, CH_001",52,no,"https://iiif.rdu-08.dasch.swiss:443/0854/1U11tJ8uukc-6WgmTq8vlav.jpx/full/856,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book9.jpg,,0.3
I_053,IMG_2book10.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice and Red Queen talking,,BK_002,BCH_018,"CH_001, CH_011",53,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4T7Sic3asPK-YIGZ1bbfc53.jpx/full/852,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book10.jpg,,0.3
I_054,IMG_2book11.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Chessboard-like country,,BK_002,BCH_018,,54,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4lAQnqa1oiz-sW2hmRS2iTW.jpx/full/1024,691/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book11.jpg,,0.3
I_055,IMG_2book12.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice and Red Queen running,,BK_002,BCH_018,"CH_001, CH_011",55,no,"https://iiif.rdu-08.dasch.swiss:443/0854/55BnxCASugO-mJDPyr1YcNq.jpx/full/1024,662/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book12.jpg,,0.2
I_056,IMG_2book13.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice sittin in a train carriage,,BK_002,BCH_019,CH_001,56,no,"https://iiif.rdu-08.dasch.swiss:443/0854/1WsynkBDVjm-XJCQPzLOWlS.jpx/full/1024,815/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book13.jpg,,0.4
I_057,IMG_2book14.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Rocking-horse-fly,,BK_002,BCH_019,,57,no,"https://iiif.rdu-08.dasch.swiss:443/0854/3RGiGhMUwld-cB0XFDeoY3M.jpx/full/1024,673/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book14.jpg,,0.2
I_058,IMG_2book15.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Snap-dragon-fly,,BK_002,BCH_019,,58,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4MJH5QBf6X1-HI60hWcYcXR.jpx/full/1024,686/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book15.jpg,,0.2
I_059,IMG_2book16.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Bread-and-butter-fly,,BK_002,BCH_019,,59,no,"https://iiif.rdu-08.dasch.swiss:443/0854/5Wr0zCmCpRc-dnxbHUGBPGl.jpx/full/1024,707/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book16.jpg,,0.2
I_060,IMG_2book17.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice clasping her arms round Fawn,,BK_002,BCH_019,CH_001,60,no,"https://iiif.rdu-08.dasch.swiss:443/0854/3ifEP8xYQF3-kJzcrVHFh4g.jpx/full/788,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book17.jpg,,0.3
I_061,IMG_2book18.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice calling on Tweedledum and Tweeldee,,BK_002,BCH_020,"CH_001, CH_044",61,no,"https://iiif.rdu-08.dasch.swiss:443/0854/3ZLSjE1V8A7-aqJfsfJNR3b.jpx/full/1024,805/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book18.jpg,,0.3
I_062,IMG_2book19.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Walrus and Carpenter walking,,BK_002,BCH_020,"CH_045, CH_046",62,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7KPtlxrpQNj-5bmdCJF2f7q.jpx/full/1024,645/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book19.jpg,,0.2
I_063,IMG_2book20.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Walrus and Carpenter resting,,BK_002,BCH_020,"CH_045, CH_046",63,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7lgtdXtIz3e-P0buBvAwoXt.jpx/full/1024,667/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book20.jpg,,0.2
I_064,IMG_2book21.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Walrus and Carpenter eating,,BK_002,BCH_020,"CH_045, CH_046",64,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7hoDhWG8DpV-KfD3Po9cbsr.jpx/full/1024,635/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book21.jpg,,0.2
I_065,IMG_2book22.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Red King snoring,,BK_002,BCH_020,CH_047,65,no,"https://iiif.rdu-08.dasch.swiss:443/0854/2tzBhmH29mt-OONn4VqYjpk.jpx/full/1024,682/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book22.jpg,,0.2
I_066,IMG_2book23.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Tweedledum crying in a fury,,BK_002,BCH_020,"CH_044, CH_001",66,no,"https://iiif.rdu-08.dasch.swiss:443/0854/2v5jxevCGCi-bl7NQq1XJCt.jpx/full/1024,718/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book23.jpg,,0.3
I_067,IMG_2book24.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Tweedledum and Tweedledee,,BK_002,BCH_020,"CH_044, CH_001",67,no,"https://iiif.rdu-08.dasch.swiss:443/0854/2gHyUg0B6Yk-wlJdlt5HNNV.jpx/full/1024,757/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book24.jpg,,0.3
I_068,IMG_2book25.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice adressing White Queen,,BK_002,BCH_021,"CH_001, CH_049",68,no,"https://iiif.rdu-08.dasch.swiss:443/0854/33x1L73Msy3-1pMUJviTEhA.jpx/full/753,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book25.jpg,,0.3
I_069,IMG_2book26.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Hatta sitting in prison,,BK_002,BCH_021,"CH_004, ",69,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7lr1ZUbLtGH-bYdt6xIcvJr.jpx/full/733,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book26.jpg,,0.3
I_070,IMG_2book27.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice leaning on counter in Sheep's shop,,BK_002,BCH_021,"CH_001, CH_052",70,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7G0bO7jZ8WH-KzzPbYlosd2.jpx/full/840,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book27.jpg,,0.4
I_071,IMG_2book28.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice rowing a boat,,BK_002,BCH_021,"CH_001, CH_052",71,no,"https://iiif.rdu-08.dasch.swiss:443/0854/6gSFmQqq6uD-vN4ZWmLj9H9.jpx/full/849,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book28.jpg,,0.4
I_072,IMG_2book29.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Humpty Dumpty offering Alice his hand,,BK_002,BCH_022,"CH_012, CH_001",72,no,"https://iiif.rdu-08.dasch.swiss:443/0854/713hfQkOStq-5XXXnprxzZ6.jpx/full/889,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book29.jpg,,0.2
I_073,IMG_2book30.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Jabberwocky creatures,,BK_002,BCH_022,,73,no,"https://iiif.rdu-08.dasch.swiss:443/0854/0XZa6RXOxbN-z5rGGLl9VH7.jpx/full/835,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book30.jpg,,0.3
I_074,IMG_2book31.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Humpty Dumpty sending a message,,BK_002,BCH_022,CH_012,74,no,"https://iiif.rdu-08.dasch.swiss:443/0854/5hYkCQoDCgz-dYCPo8cmJd9.jpx/full/651,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book31.jpg,,0.2
I_075,IMG_2book32.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,White King soldiers and horses stumbling,,BK_002,BCH_023,,75,no,"https://iiif.rdu-08.dasch.swiss:443/0854/6C9idpNxho8-xtXIAFb6HUY.jpx/full/846,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book32.jpg,,0.4
I_076,IMG_2book33.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Haigha handing a ham sandwich to the White King,,BK_002,BCH_023,"CH_007, CH_042, CH_001",76,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4JC09zXsEJr-RlmI7zov2ww.jpx/full/1024,835/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book33.jpg,,0.3
I_077,IMG_2book34.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Hatta drinking tea,,BK_002,BCH_023,"CH_004, CH_007, CH_042, CH_001, CH_054, CH_053",77,no,"https://iiif.rdu-08.dasch.swiss:443/0854/3waISaS2Lmq-yfjS2XEY8u0.jpx/full/1024,790/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book34.jpg,,0.3
I_078,IMG_2book35.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice holding a plum cake,,BK_002,BCH_023,"CH_001, CH_054, CH_053",78,no,"https://iiif.rdu-08.dasch.swiss:443/0854/7g0lapw9RM1-rrjU84JFJMz.jpx/full/1024,761/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book35.jpg,,0.3
I_079,IMG_2book36.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice putting her hands over her ears,,BK_002,BCH_023,CH_001,79,no,"https://iiif.rdu-08.dasch.swiss:443/0854/1oo61Azcvo2-9nZEsle5Gaf.jpx/full/731,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book36.jpg,,0.3
I_080,IMG_2book37.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Red Knight and White Knight fighting,,BK_002,BCH_024,"CH_048, CH_013, CH_001",80,no,"https://iiif.rdu-08.dasch.swiss:443/0854/1utfNtQnBNa-mIk8BYfZrlr.jpx/full/977,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book37.jpg,,0.4
I_081,IMG_2book38.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,White Knight falling off his horse,,BK_002,BCH_024,"CH_013, CH_001",81,no,"https://iiif.rdu-08.dasch.swiss:443/0854/1Me05KANaA0-GK0BgOo4Adk.jpx/full/935,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book38.jpg,,0.3
I_082,IMG_2book39.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice dragging White Knight out off a ditch,,BK_002,BCH_024,"CH_001, CH_013",82,no,"https://iiif.rdu-08.dasch.swiss:443/0854/30ZSayoqOpY-5H4WAU9gj70.jpx/full/1024,698/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book39.jpg,,0.3
I_083,IMG_2book40.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,White Knight shaking an aged man,,BK_002,BCH_024,CH_013,83,no,"https://iiif.rdu-08.dasch.swiss:443/0854/2AEguPuu3zj-SZdYXr0G3RD.jpx/full/1024,860/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book40.jpg,,0.3
I_084,IMG_2book41.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice lifting off a golden crown,,BK_002,BCH_024,CH_001,84,no,"https://iiif.rdu-08.dasch.swiss:443/0854/0KbUq2nYqKX-ZZnPhSlPk2P.jpx/full/688,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book41.jpg,,0.2
I_085,IMG_2book42.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Red Queen and White Queen sitting with Alice,,BK_002,BCH_025,"CH_011, CH_049, CH_001",85,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4AqIBSN7DtM-X6GsO7nZ7Hn.jpx/full/1024,690/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book42.jpg,,0.2
I_086,IMG_2book43.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Red Queen and White Queen sleeping on Alice,,BK_002,BCH_025,"CH_011, CH_049, CH_001",86,no,"https://iiif.rdu-08.dasch.swiss:443/0854/0Ll6U7QTtBV-8pgyTEFhIYm.jpx/full/1024,691/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book43.jpg,,0.2
I_087,IMG_2book44.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice and Frog standing before a door,,BK_002,BCH_025,"CH_001, CH_030",87,no,"https://iiif.rdu-08.dasch.swiss:443/0854/6AzWW8Ik3iv-gZROWBdCNAl.jpx/full/809,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book44.jpg,,0.3
I_088,IMG_2book45.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Mutton making a little bow,,BK_002,BCH_025,,88,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4Vr0N3s9YLI-HXiLWR5G4Il.jpx/full/752,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book45.jpg,,0.2
I_089,IMG_2book46.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice pulling a table cloth,,BK_002,BCH_025,CH_001,89,no,"https://iiif.rdu-08.dasch.swiss:443/0854/60CJq5SkRcO-3SgKypU9RaL.jpx/full/702,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book46.jpg,,0.3
I_090,IMG_2book47.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice shaking Red Queen,,BK_002,BCH_026,"CH_001, CH_011",90,no,"https://iiif.rdu-08.dasch.swiss:443/0854/2yXgwS1vTLv-qAlgh7hk527.jpx/full/657,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book47.jpg,,0.2
I_091,IMG_2book48.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice shaking Kitty,,BK_002,BCH_027,"CH_001, CH_040",91,no,"https://iiif.rdu-08.dasch.swiss:443/0854/6zMQ7zlb0VE-68BqVL1QlPT.jpx/full/710,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book48.jpg,,0.2
I_092,IMG_2book49.jpg,Public Domain,Public Domain,John Tenniel,data/multimedia/image/,Alice looking over her shoulder at White Kitten,,BK_002,BCH_028,"CH_001, CH_050",92,no,"https://iiif.rdu-08.dasch.swiss:443/0854/4nHJ3rc65wa-pNeHgK9Yr8q.jpx/full/977,1024/0/default.jpg","Noémi Villars-Amberg, Daniela Subotic",data/multimedia/image/IMG_2book49.jpg,,0.3
I_093,IMGALT_Alice_1.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,DaSCHland Alice navigating the RabbIT hole,BK_001,BCH_002,CH_001,93,yes,,,data/multimedia/image_alternative/IMGALT_Alice_1.jpg,,2.1
I_094,IMGALT_Alice_2.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,DaSCHland Alice navigating the RabbIT hole,BK_001,BCH_002,CH_002,94,yes,,,data/multimedia/image_alternative/IMGALT_Alice_2.jpg,,0.4
I_095,IMGALT_Archival_Madcap.png,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Archival Madcap drinking tea,BK_001,BCH_008,CH_004,95,yes,,,data/multimedia/image_alternative/IMGALT_Archival_Madcap.png,,0.7
I_096,IMGALT_Cyberpillar_1.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Cyberpillar on his mushroom,BK_001,BCH_006,CH_003,96,yes,,,data/multimedia/image_alternative/IMGALT_Cyberpillar_1.jpg,,0.4
I_097,IMGALT_DaSCHland.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Alice arriving at DaSCHland entrance,BK_001,BCH_001,CH_001,97,yes,,,data/multimedia/image_alternative/IMGALT_DaSCHland.jpg,,2.3
I_098,IMGALT_Data_Queen.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Data Queen glowing red,BK_001,BCH_009,CH_006,98,yes,,,data/multimedia/image_alternative/IMGALT_Data_Queen.jpg,,0.3
I_099,IMGALT_Mockup_Data.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Mock-up Data being obsolete,BK_001,BCH_010,CH_009,99,yes,,,data/multimedia/image_alternative/IMGALT_Mockup_Data.jpg,,0.4
I_100,IMGALT_Quantum_Cat.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Quantum Cat appearing,BK_001,BCH_007,CH_005,100,yes,,,data/multimedia/image_alternative/IMGALT_Quantum_Cat.jpg,,0.4
I_101,IMGALT_RabbIT.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,RabbIT looking at 3D Map of DaSCHland,BK_001,BCH_002,CH_002,101,yes,,,data/multimedia/image_alternative/IMGALT_RabbIT.jpg,,0.4
I_102,IMGALT_Real-Time_Processor.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,Real-Time Processor being in the now,BK_001,BCH_008,CH_018,102,yes,,,data/multimedia/image_alternative/IMGALT_Real-Time_Processor.jpg,,0.3
I_103,IMGALT_System_Protector.jpg,AI-Generated,AI-Generated,AI-Generated,data/multimedia/image_alternative/,,System Protector looking over data,BK_001,BCH_010,CH_010,103,yes,,,data/multimedia/image_alternative/IMGALT_System_Protector.jpg,,0.5
